#!Run[i,0]/   hmsP[f,1]/   hmsAng[f,2]/   shmsP[f,3]/   shmsAng[f,4]/   BCM4A_Current[f,1]/    BCM4A_Charge[f,2]/    h3of4_rate[f,3]/    p3of4_rate[f,4]/     coin_rate[f,5]/    htrk_eff[f,6]/   htrk_eff_err[f,7]/  ptrk_eff[f,8]/   ptrk_eff_err[f,9]/    cpuLT[f,10]/    tLT[f,11]/    x_bpm[f,12]/    y_bpm[f,13]/   hMisP_X[f,14]/    hMisP_Y[f,15]/    pMisP_X[f,16]/    pMisP_Y[f,17]/   ptrig6_accepted[i,18]/     ptrig6_scaler[i,19]/    edtm_accepted[i,20]/   edtm_scaler[i,21]/    pdid_e[i,22]/    pshould_e[i,23]/    hdid_h[i,24]/   hshould_h[i,25]/ 
3306		2.086714		-58.391		8.54321		12.168		54.989		158.31		0.134		157.167		0.002		0.9796		0.0072		0.9528		0.0091		99.8869		92.069		0.027181		0.017427		0.107		0.324		-0.126		-0.06		15009		15026		7952		8637		545		572		384		392
3307		2.086714		-58.391		8.54321		12.168		55.609		141.879		0.135		159.273		0.002		0.9881		0.006		0.9659		0.008		99.8619		91.9519		0.026334		0.016488		0.107		0.324		-0.126		-0.06		13737		13756		7038		7654		510		528		331		335
3308		2.086714		-58.391		8.54321		12.168		52.371		128.113		0.127		148.317		0.002		0.9936		0.0045		0.947		0.0102		99.8161		92.5457		0.028468		0.017241		0.107		0.324		-0.126		-0.06		12486		12509		6791		7338		482		509		311		313
3309		2.086714		-58.391		8.54321		12.168		55.039		158.257		0.134		157.643		0.002		0.9957		0.0031		0.9609		0.008		99.8101		92.2916		0.027315		0.017566		0.107		0.324		-0.126		-0.06		15241		15270		7962		8627		590		614		458		460
3310		2.086714		-58.391		8.54321		12.168		55.344		143.666		0.134		158.569		0.002		0.9916		0.0049		0.9608		0.0085		99.8916		92.8856		0.02677		0.0173		0.107		0.324		-0.126		-0.06		13824		13839		7233		7787		515		536		354		357
3311		2.086714		-58.391		8.54321		12.168		48.544		139.967		0.118		131.42		0.002		0.989		0.0055		0.9708		0.0073		99.7869		93.3418		0.027005		0.01715		0.107		0.324		-0.126		-0.06		13581		13610		8075		8651		532		548		358		362
3312		2.086714		-58.391		8.54321		12.168		55.869		175.704		0.135		159.595		0.002		0.9911		0.0044		0.9632		0.0074		99.8615		92.3786		0.026378		0.016628		0.107		0.324		-0.126		-0.06		16588		16611		8715		9434		655		680		446		450
3313		2.086714		-58.391		8.54321		12.168		57.781		163.39		0.14		167.076		0.002		0.984		0.006		0.9641		0.0073		99.8515		92.1146		0.026561		0.016972		0.107		0.324		-0.126		-0.06		15470		15493		7815		8484		645		669		431		438
3314		2.086714		-58.391		8.54321		12.168		57.724		184.673		0.14		166.885		0.002		0.9932		0.0039		0.9545		0.0082		99.8449		91.5295		0.026436		0.016996		0.107		0.324		-0.126		-0.06		17380		17407		8785		9598		650		681		439		442
3315		2.086714		-58.391		8.54321		12.168		56.949		177.701		0.138		164.241		0.002		0.9887		0.0046		0.962		0.0076		99.8638		91.9996		0.026309		0.016924		0.107		0.324		-0.126		-0.06		16869		16892		8613		9362		633		658		525		531
3316		2.086714		-58.391		8.54321		12.168		57.485		196.485		0.14		166.267		0.003		0.9924		0.0038		0.9664		0.0067		99.8252		92.1404		0.026636		0.017052		0.107		0.324		-0.126		-0.06		18845		18878		9449		10255		720		745		525		529
3317		2.086714		-58.391		8.54321		12.168		54.832		164.257		0.133		156.941		0.002		0.9808		0.0068		0.962		0.0076		99.7787		92.4669		0.026622		0.016735		0.107		0.324		-0.126		-0.06		15781		15816		8310		8987		633		658		409		417
3318		2.086714		-58.391		8.54321		12.168		54.221		134.855		0.132		155.268		0.002		0.9833		0.0075		0.9539		0.0098		99.9157		92.4819		0.026139		0.017813		0.107		0.324		-0.126		-0.06		13042		13053		6901		7462		455		477		294		299
3320		2.086714		-58.391		8.54321		12.168		56.229		165.348		0.137		161.986		0.002		0.9897		0.0046		0.9553		0.0086		99.8425		92.5649		0.026443		0.016729		0.107		0.324		-0.126		-0.06		15845		15870		8167		8823		577		604		481		486
3321		2.086714		-58.391		8.54321		12.168		55.698		174.215		0.136		160.525		0.002		0.9855		0.0055		0.9654		0.0074		99.8138		92.3913		0.027112		0.017279		0.107		0.324		-0.126		-0.06		16615		16646		8670		9384		614		636		477		484
3322		2.086714		-58.391		8.54321		12.168		56.962		166.286		0.139		164.921		0.002		0.9901		0.0044		0.9569		0.0083		99.7927		91.6315		0.029878		0.01968		0.107		0.324		-0.126		-0.06		15883		15916		8026		8759		600		627		499		504
