#!Run[i,0]/   hmsP[f,1]/   hmsAng[f,2]/   shmsP[f,3]/   shmsAng[f,4]/   BCM4A_Current[f,1]/    BCM4A_Charge[f,2]/    h3of4_rate[f,3]/    p3of4_rate[f,4]/     coin_rate[f,5]/    htrk_eff[f,6]/   htrk_eff_err[f,7]/  ptrk_eff[f,8]/   ptrk_eff_err[f,9]/    cpuLT[f,10]/    tLT[f,11]/    x_bpm[f,12]/    y_bpm[f,13]/   hMisP_X[f,14]/    hMisP_Y[f,15]/    pMisP_X[f,16]/    pMisP_Y[f,17]/   ptrig6_accepted[i,18]/     ptrig6_scaler[i,19]/    edtm_accepted[i,20]/   edtm_scaler[i,21]/    pdid_e[i,22]/    pshould_e[i,23]/    hdid_h[i,24]/   hshould_h[i,25]/ 
3291		2.189232		-54.992		8.54321		12.168		49.734		147.248		0.146		138.268		0.002		0.9912		0.0039		0.9698		0.0059		99.8066		92.8049		0.0264		0.017445		0.107		0.324		-0.126		-0.06		15997		16028		8242		8881		834		860		563		568
3292		2.189232		-54.992		8.54321		12.168		48.997		152.086		0.144		138.074		0.003		0.9854		0.0046		0.9586		0.0066		99.8669		93.276		0.026251		0.016606		0.107		0.324		-0.126		-0.06		17254		17277		8684		9310		903		942		673		683
3293		2.189232		-54.992		8.54321		12.168		46.763		133.826		0.136		126.829		0.002		0.9922		0.0039		0.976		0.0055		99.7426		93.3722		0.027043		0.017493		0.107		0.324		-0.126		-0.06		14727		14765		8016		8585		772		791		510		514
3294		2.189232		-54.992		8.54321		12.168		48.961		146.985		0.144		133.259		0.002		0.9948		0.003		0.9619		0.0065		99.8311		93.1601		0.026484		0.016845		0.107		0.324		-0.126		-0.06		15962		15989		8390		9006		858		892		577		580
3295		2.189232		-54.992		8.54321		12.168		49.911		176.102		0.146		135.91		0.002		0.9819		0.005		0.9699		0.0053		99.8942		93.4902		0.02795		0.01769		0.107		0.324		-0.126		-0.06		18881		18901		9895		10584		1032		1064		707		720
3296		2.189232		-54.992		8.54321		12.168		54.612		145.738		0.16		156.665		0.003		0.9926		0.0033		0.9583		0.007		99.7802		92.1309		0.026755		0.016703		0.107		0.324		-0.126		-0.06		15891		15926		7376		8006		827		863		674		679
3297		2.189232		-54.992		8.54321		12.168		49.254		136.704		0.145		135.476		0.002		0.9982		0.0018		0.9724		0.0058		99.8985		92.7945		0.027232		0.016311		0.107		0.324		-0.126		-0.06		14759		14774		7727		8327		810		833		556		557
3298		2.189232		-54.992		8.54321		12.168		49.033		151.566		0.144		132.357		0.002		0.9799		0.0058		0.9704		0.0058		99.8437		92.6561		0.026292		0.016676		0.107		0.324		-0.126		-0.06		15971		15996		8592		9273		851		877		584		596
3299		2.189232		-54.992		8.54321		12.168		48.484		152.239		0.142		130.432		0.002		0.9968		0.0023		0.9664		0.0061		99.8523		93.5244		0.026431		0.016678		0.107		0.324		-0.126		-0.06		16220		16244		8810		9420		864		894		616		618
3300		2.189232		-54.992		8.54321		12.168		49.27		73.358		0.144		133.281		0.002		0.9963		0.0037		0.9663		0.009		99.9234		92.9931		0.026689		0.0171		0.107		0.324		-0.126		-0.06		7829		7835		4154		4467		402		416		272		273
3301		2.189232		-54.992		8.54321		12.168		47.073		111.975		0.137		125.365		0.002		0.9941		0.0034		0.9613		0.0076		99.9506		93.5827		0.026836		0.016733		0.107		0.324		-0.126		-0.06		12139		12145		6679		7137		646		672		502		505
3302		2.189232		-54.992		8.54321		12.168		52.389		138.147		0.155		148.203		0.003		0.6168		0.0257		0.9723		0.0057		99.914		92.8337		0.025349		0.016852		0.107		0.324		-0.126		-0.06		15110		15123		7345		7912		842		866		359		582
3304		2.189232		-54.992		8.54321		12.168		54.26		9.374		0.161		152.495		0.003		1.0		0.0		0.9787		0.0213		100.0		92.8709		0.031618		0.014315		0.107		0.324		-0.126		-0.06		975		975		482		519		46		47		49		49
3305		2.189232		-54.992		8.54321		12.168		50.595		151.681		0.148		140.615		0.003		0.9898		0.0039		0.9646		0.0063		99.8306		93.1725		0.026132		0.015647		0.107		0.324		-0.126		-0.06		16500		16528		8379		8993		871		903		680		687

#-------------------------------------
#--------- Average Summary -----------
#-------------------------------------
# x_bpm_avg = 0.026962 cm
# y_bpm_avg = 0.016650 cm
# total_Charge = 1827.029000 mC
# cpuLT_avg = 0.998534
# tLT_avg = 0.930728
# htrk_eff_avg = 0.962029 +/- 0.002234 
# ptrk_eff_avg = 0.966850 +/- 0.001742 
